page,selector,sample_text,px,weight,is_large_text,threshold,fg,bg_sampled,ratio,verdict,method
https://eyalamit-co-il-2026.s887.upress.link/,ul.nav__l>li>a.nav__dd>span.nav__caret,▾,11.02,400,False,4.5,"rgb(255,255,255) a=0.82","rgb(23,18,15)",12.6,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,nav.nav>ul.nav__l>li>a,בלוג דיג׳רידו,18.36,400,False,4.5,"rgb(255,255,255) a=0.82","rgb(77,62,46)",7.537,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,nav.nav>ul.nav__l>li>button.nav__dd,אייל עמית▾,18.36,400,False,4.5,"rgb(255,255,255) a=0.82","rgb(91,73,53)",6.414,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,ul.nav__l>li>button.nav__dd>span.nav__caret,▾,11.02,400,False,4.5,"rgb(255,255,255) a=0.82","rgb(65,31,9)",10.313,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,nav.nav>ul.nav__l>li>a,צור קשר,18.36,400,False,4.5,"rgb(255,255,255) a=0.82","rgb(73,35,13)",9.689,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,#soundtg,שמע,12.24,400,False,4.5,"rgb(255,255,255) a=0.85","rgb(72,39,13)",10.064,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,body.rtl.home>nav.nav>div.nav__r>a.nav__en,EN,12.24,300,False,4.5,"rgb(255,255,255) a=0.85","rgb(70,37,25)",10.262,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,main.chapters-main>header.hero>div.hero__c>span.hero__trust,אייל עמית · פועל מאז 1999 · מהוותיקים בארץ בתחוםמט,13.6,500,False,4.5,"rgb(255,255,255) a=0.93","rgb(164,162,150)",2.425,FAIL,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,main.chapters-main>header.hero>div.hero__c>h1.hero__h,המרכז לטיפול בנשימה באמצעות דיג'רידו –שיטת cbDIDG ,44.2,300,True,3.0,"rgb(255,255,255)","rgb(162,155,135)",2.772,FAIL,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,main.chapters-main>header.hero>div.hero__c>p.hero__s,"להחזיר שליטה על הנשימה דרך עבודה עם דיג'רידו, תרגו",19.55,300,False,4.5,"rgb(255,255,255) a=0.88","rgb(154,147,141)",2.71,FAIL,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,main.chapters-main>header.hero>div.hero__c>a.btn.btn--terra,לתיאום שיחת היכרות,15.3,500,False,4.5,"rgb(255,255,255)","rgb(176,95,56)",4.626,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,main.chapters-main>section.sec.sec--alt>div.wrap>h2.h2.r,מה זה טיפול בנשימה באמצעות דיג'רידו,24.65,400,True,3.0,"rgb(47,32,19)","rgb(239,234,225)",13.11,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec.sec--alt>div.wrap>div.intro-body.r>p,"בטיפול בנשימה באמצעות דיג'רידו, הדיג'רידו הוא כלי ",17,300,False,4.5,"rgb(103,72,45)","rgb(239,234,225)",6.896,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec.sec--alt>div.wrap>div.intro-body.r>p,"יש הבדל בין טכניקת הנשימה המעגלית, המשמשת בזמן נגי",17,300,False,4.5,"rgb(103,72,45)","rgb(239,234,225)",6.896,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec.sec--alt>div.wrap>div.intro-body.r>p,"העבודה עם הדיג'רידו משפיעה על שתיהן, אך הכוונה היא",17,300,False,4.5,"rgb(103,72,45)","rgb(239,234,225)",6.896,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec.sec--alt>div.wrap>div.intro-body.r>p,בטיפול נוצר קשר הדוק ומודע עם הנשימה היומיומית. אנ,17,300,False,4.5,"rgb(103,72,45)","rgb(239,234,225)",6.896,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec.sec--alt>div.wrap>div.intro-body.r>p,"הנגינה בדיג'רידו מתפתחת לאורך התהליך, ונשארת אמצעי",17,300,False,4.5,"rgb(103,72,45)","rgb(239,234,225)",6.896,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec.sec--alt>div.wrap>div.intro-body.r>p,"המטרה היא לא רק להבין את הנשימה היומיומית, אלא ליצ",17,300,False,4.5,"rgb(103,72,45)","rgb(239,234,225)",6.896,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec.sec--alt>div.wrap>div.intro-body.r>p,"מי שירצה בהמשך להעמיק גם בפן המוזיקלי, יוכל לעשות ",17,300,False,4.5,"rgb(103,72,45)","rgb(239,234,225)",6.896,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec.sec--alt>div.wrap>div.intro-body.r>p,"יש דרכים שונות לעבוד עם הנשימה, והדיג'רידו מציע דר",17,300,False,4.5,"rgb(103,72,45)","rgb(239,234,225)",6.896,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,main.chapters-main>section.sec.sec--alt>div.wrap>h2.h2.r,וידאו,24.65,400,True,3.0,"rgb(47,32,19)","rgb(239,234,225)",13.11,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec.sec--alt>div.wrap>div.intro-body.r>p,"Lorem ipsum dolor sit amet, consectetur adipiscing",17,300,False,4.5,"rgb(103,72,45)","rgb(239,234,225)",6.896,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.wrap>div.videoblk.r>div.ea-pending-approval>span.ea-pending-approval__badge,ממתין לאישור,12.24,700,False,4.5,"rgb(255,255,255)","rgb(230,81,0)",3.79,FAIL,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.wrap>div.videoblk.r>div.ea-pending-approval>p.ea-pending-approval__title,כאן ייכנס וידאו 16:9,17,700,False,4.5,"rgb(191,54,12)","rgb(255,224,130)",4.332,FAIL,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,main.chapters-main>section.sec>div.wrap.center>h2.h2.r,טיפול בדיג'רידו או סאונד הילינג – מה ההבדל?,24.65,400,True,3.0,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.cmp>div.cmpc.r>div.cmpc__b>h3.cmpc__t,טיפול בדיג'רידו,21.25,500,False,4.5,"rgb(255,255,255)","rgb(91,85,87)",7.287,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.cmp>div.cmpc.r>div.cmpc__b>p.cmpc__p,"מה זה:עבודה אקטיבית ותהליכית עם הנשימה, שבה המטופל",15.3,300,False,4.5,"rgb(255,255,255) a=0.85","rgb(113,108,106)",4.269,FAIL,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.cmpc.r>div.cmpc__b>p.cmpc__p>strong,מה זה:,15.3,700,False,4.5,"rgb(255,255,255) a=0.85","rgb(111,105,101)",4.439,FAIL,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.cmpc.r>div.cmpc__b>p.cmpc__p>strong,למי זה מתאים:,15.3,700,False,4.5,"rgb(255,255,255) a=0.85","rgb(64,53,40)",9.128,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.cmp>div.cmpc.r>div.cmpc__b>a.btn.btn--gw,למידע נוסף על טיפול בדיג'רידו,15.3,500,False,4.5,"rgb(255,255,255)","rgb(74,68,49)",9.712,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.cmp>div.cmpc.r>div.cmpc__b>h3.cmpc__t,סאונד הילינג,21.25,500,False,4.5,"rgb(255,255,255)","rgb(108,107,107)",5.312,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.cmp>div.cmpc.r>div.cmpc__b>p.cmpc__p,"מה זה:חוויה פאסיבית, בדרך כלל חד פעמית, של הקשבה ל",15.3,300,False,4.5,"rgb(255,255,255) a=0.85","rgb(89,98,104)",5.047,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.cmpc.r>div.cmpc__b>p.cmpc__p>strong,מה זה:,15.3,700,False,4.5,"rgb(255,255,255) a=0.85","rgb(88,96,103)",5.17,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.cmpc.r>div.cmpc__b>p.cmpc__p>strong,למי זה מתאים:,15.3,700,False,4.5,"rgb(255,255,255) a=0.85","rgb(83,90,96)",5.615,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.cmp>div.cmpc.r>div.cmpc__b>a.btn.btn--gw,למידע נוסף על סאונד הילינג,15.3,500,False,4.5,"rgb(255,255,255)","rgb(68,49,39)",12.249,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,main.chapters-main>section.sec.sec--alt>div.wrap.center>h2.h2.r,למי מתאים התהליך,24.65,400,True,3.0,"rgb(47,32,19)","rgb(239,234,225)",13.11,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.wrap.center>div.whom>div.whom__i.r>p.whom__p,"מתאים למי שסובל מסימפטומים בריאותיים, גם אם לא תמי",15.3,300,False,4.5,"rgb(103,72,45)","rgb(233,228,220)",6.53,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.wrap.center>div.whom>div.whom__i.r>p.whom__p,"למי שמבין שמדובר בתהליך אישי עמוק, ולא מחפש פתרון ",15.3,300,False,4.5,"rgb(103,72,45)","rgb(233,228,218)",6.521,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.wrap.center>div.whom>div.whom__i.r>p.whom__p,למי שרוצה לעבוד עם הנשימה בצורה מעשית ומוכן להקדיש,15.3,300,False,4.5,"rgb(103,72,45)","rgb(233,228,218)",6.521,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.wrap.center>div.whom>div.whom__i.r>p.whom__p,"למי שמעוניין לבדוק כיוון אחר, לא שגרתי, חווייתי ומ",15.3,300,False,4.5,"rgb(103,72,45)","rgb(233,228,218)",6.521,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,main.chapters-main>section.start>div.start__in.center>h2.h2.start__h,איך מתחילים,24.65,400,True,3.0,"rgb(255,255,255)","rgb(52,35,17)",15.059,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.start__in.center>div.steps3.r>div.st3>div.st3__t,שיחת היכרות,18.7,500,False,4.5,"rgb(255,255,255)","rgb(72,68,60)",9.688,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.start__in.center>div.steps3.r>div.st3>p.st3__p,"אפשר להתחיל בשיחת היכרות קצרה, להבין את הצורך ולבד",15.3,300,False,4.5,"rgb(255,255,255) a=0.72","rgb(71,66,58)",6.091,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.start__in.center>div.steps3.r>div.st3>div.st3__t,שאלות וכיוון,18.7,500,False,4.5,"rgb(255,255,255)","rgb(94,73,44)",8.518,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.start__in.center>div.steps3.r>div.st3>p.st3__p,השיחה מאפשרת לשאול שאלות ולקבל כיוון ראשוני.,15.3,300,False,4.5,"rgb(255,255,255) a=0.72","rgb(87,68,39)",5.737,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.start__in.center>div.steps3.r>div.st3>div.st3__t,ללא התחייבות,18.7,500,False,4.5,"rgb(255,255,255)","rgb(83,76,67)",8.459,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.start__in.center>div.steps3.r>div.st3>p.st3__p,אין צורך להתחייב מראש לתהליך.,15.3,300,False,4.5,"rgb(255,255,255) a=0.72","rgb(78,72,64)",5.622,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.start>div.start__in.center>div.center>a.btn.btn--terra,לתיאום שיחת היכרות,15.3,500,False,4.5,"rgb(255,255,255)","rgb(176,95,56)",4.626,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,main.chapters-main>section.sec.sec--dark>div.wrap>h2.h2.r,מה קורה במפגש טיפול בדיג'רידו,24.65,400,True,3.0,"rgb(255,255,255)","rgb(29,18,10)",18.37,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec.sec--dark>div.wrap>div.intro-body.r>p,"המפגש מתקיים בסביבה שקטה ונעימה, שמאפשרת לעצור ולה",17,300,False,4.5,"rgb(255,255,255) a=0.82","rgb(33,20,10)",12.247,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec.sec--dark>div.wrap>div.intro-body.r>p,"העבודה משלבת תרגול, הקשבה והדרכה אישית, בקצב שמתאי",17,300,False,4.5,"rgb(255,255,255) a=0.82","rgb(35,21,10)",12.126,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec.sec--dark>div.wrap>div.intro-body.r>p,"הדגש הוא על תרגול מעשי, חיבור לגוף ולנשימה ופיתוח ",17,300,False,4.5,"rgb(255,255,255) a=0.82","rgb(37,23,11)",11.936,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,div.wrap>div.intro-body.r>p>a.tlink,למידע נוסף על טיפול בדיג'רידו,17,300,False,4.5,"rgb(208,138,94)","rgb(40,25,12)",6.058,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.bleed>div.bleed__c>div.bleed__in>p.bleed__q.r,נשימה היא הבסיס להכל,34,400,True,3.0,"rgb(255,255,255)","rgb(124,124,80)",4.325,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.bleed>div.bleed__c>div.bleed__in>p.bleed__a.r,חיה עזריה,12.24,300,False,4.5,"rgb(208,138,94)","rgb(127,146,114)",1.195,FAIL,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec>div.studio>div.studio__t.r>h2.studio__h,הסטודיו והמרחב,34,500,True,3.0,"rgb(255,255,255)","rgb(14,9,5)",19.812,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec>div.studio>div.studio__t.r>p.studio__p,הסטודיו שבו מתקיימת העבודה תוכנן מתוך הבנה עמוקה ש,17,300,False,4.5,"rgb(255,255,255) a=0.82","rgb(14,9,5)",13.216,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec>div.studio>div.studio__t.r>a.btn.btn--gw,למידע נוסף על סאונד הילינג,15.3,500,False,4.5,"rgb(255,255,255)","rgb(37,32,29)",16.117,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,main.chapters-main>section.sec>div.wrap>h2.h2.r,הצצה נוספת לחוויה,24.65,400,True,3.0,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec>div.wrap>div.intro-body.r>p,"החוויה משלבת בין תרגול, הקשבה ונוכחות.",17,300,False,4.5,"rgb(103,72,45)","rgb(255,255,250)",8.238,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec>div.wrap>div.intro-body.r>p,"זהו מרחב שמאפשר לעצור, להתבונן פנימה ולפתח קשר מוד",17,300,False,4.5,"rgb(103,72,45)","rgb(255,255,250)",8.238,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec>div.wrap>div.intro-body.r>p,"עבור רבים, זו הפעם הראשונה שהם פוגשים את הנשימה של",17,300,False,4.5,"rgb(103,72,45)","rgb(255,255,250)",8.238,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/,section.sec>div.wrap>p.r.in>a.btn.btn--terra,לתיאום שיחת היכרות,15.3,500,False,4.5,"rgb(255,255,255)","rgb(176,95,56)",4.626,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
